Date,Open,High,Low,Close,Adj Close,Volume,PriceX,PriceDiff,Return,Direction,MA20,MA100
2021-02-22,257.95001220703125,263.07000732421875,257.5299987792969,260.3299865722656,260.3299865722656,17434900,265.8599853515625,5.529998779296875,0.021242265833873845,1,268.67350006103516,271.14199966430664
2021-02-23,259.5,267.4599914550781,254.9600067138672,265.8599853515625,265.8599853515625,21924600,264.30999755859375,-1.54998779296875,-0.00583009056785702,-1,268.06599884033204,271.18269943237306
2021-02-24,262.3299865722656,266.3800048828125,258.3900146484375,264.30999755859375,264.30999755859375,15736100,254.69000244140625,-9.6199951171875,-0.036396637304855955,-1,267.17899932861326,271.2067994689941
2021-02-25,262.29998779296875,266.94000244140625,254.0399932861328,254.69000244140625,254.69000244140625,19053100,257.6199951171875,2.92999267578125,0.011504152686383209,1,266.3064987182617,271.08739944458006
2021-02-26,256.4700012207031,265.54998779296875,256.4700012207031,257.6199951171875,257.6199951171875,26619500,264.9100036621094,7.290008544921875,0.028297526135755723,1,265.93749847412107,271.0641993713379
2021-03-01,260.82000732421875,266.6499938964844,257.8999938964844,264.9100036621094,264.9100036621094,22157300,259.0,-5.910003662109375,-0.02230947710697833,-1,266.2664993286133,271.06679946899413
2021-03-02,265.7799987792969,266.7099914550781,258.6499938964844,259.0,259.0,15191700,255.41000366210938,-3.589996337890625,-0.013860989721585424,-1,266.11599884033205,271.07019943237304
2021-03-03,260.2900085449219,260.989990234375,255.10000610351562,255.41000366210938,255.41000366210938,15513500,257.6400146484375,2.230010986328125,0.008731102753822762,1,265.5324996948242,271.04309951782227
2021-03-04,256.4700012207031,266.489990234375,253.5,257.6400146484375,257.6400146484375,31626500,264.2799987792969,6.639984130859375,0.025772332531186822,1,265.0820007324219,270.9818995666504
2021-03-05,260.6700134277344,265.45001220703125,255.61000061035156,264.2799987792969,264.2799987792969,26820100,255.30999755859375,-8.970001220703125,-0.03394127918168363,-1,264.971501159668,270.98019943237307
2021-03-08,265.54998779296875,265.5799865722656,255.0500030517578,255.30999755859375,255.30999755859375,18391800,265.739990234375,10.42999267578125,0.04085226891041571,1,264.3320007324219,270.77579940795897
2021-03-09,261.17999267578125,268.5299987792969,259.80999755859375,265.739990234375,265.739990234375,22039700,264.8999938964844,-0.839996337890625,-0.003160970756225935,-1,264.29000091552734,270.6717991638184
2021-03-10,268.6400146484375,268.9700012207031,262.8699951171875,264.8999938964844,264.8999938964844,14210300,273.8800048828125,8.980010986328125,0.03389962700352974,1,264.0625,270.602599029541
2021-03-11,268.1099853515625,277.8999938964844,267.82000732421875,273.8800048828125,273.8800048828125,21834000,268.3999938964844,-5.480010986328125,-0.02000880271881442,-1,264.1630004882812,270.6741990661621
2021-03-12,269.1400146484375,269.739990234375,264.0199890136719,268.3999938964844,268.3999938964844,20600200,273.75,5.350006103515625,0.019932959110196543,1,264.0634994506836,270.69889907836915
2021-03-15,269.0799865722656,275.9599914550781,268.5,273.75,273.75,16844800,279.2799987792969,5.529998779296875,0.020200908782819636,1,264.2259994506836,270.8223991394043
2021-03-16,276.0799865722656,282.1400146484375,274.79998779296875,279.2799987792969,279.2799987792969,22437700,284.010009765625,4.730010986328125,0.016936447318112644,1,264.49149932861326,270.93959915161133
2021-03-17,275.7099914550781,286.2300109863281,275.4100036621094,284.010009765625,284.010009765625,21315000,278.6199951171875,-5.3900146484375,-0.01897825591740773,-1,265.0134994506836,270.9923991394043
2021-03-18,279.8699951171875,285.19000244140625,278.2799987792969,278.6199951171875,278.6199951171875,18728300,290.1099853515625,11.489990234375,0.04123892913551417,1,265.4749984741211,270.9973991394043
