Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA50,Shares,Close1,Profit,Wealth,Buy-Hold
2020-12-08,286.010009765625,286.42999267578125,281.54998779296875,283.3999938964844,283.3999938964844,10747700,281.1889984130859,,0,277.9200134277344,0.0,0.0,
2020-12-09,283.6600036621094,287.6300048828125,271.75,277.9200134277344,277.9200134277344,25189700,281.28899841308595,274.114599609375,1,277.1199951171875,-0.800018310546875,-0.800018310546875,-0.800018310546875
2020-12-10,275.5400085449219,278.7300109863281,271.8599853515625,277.1199951171875,277.1199951171875,20065100,281.44199829101564,274.41899963378904,1,273.54998779296875,-3.57000732421875,-4.370025634765625,-4.370025634765625
2020-12-11,274.5299987792969,276.4800109863281,270.25,273.54998779296875,273.54998779296875,14391400,281.0159973144531,274.55739929199217,1,274.19000244140625,0.6400146484375,-3.730010986328125,-3.730010986328125
2020-12-14,273.3699951171875,277.2200012207031,271.55999755859375,274.19000244140625,274.19000244140625,16376900,280.7379974365234,274.8423992919922,1,275.54998779296875,1.3599853515625,-2.370025634765625,-2.370025634765625
2020-12-15,274.8299865722656,276.0799865722656,267.4700012207031,275.54998779296875,275.54998779296875,23979500,279.63799743652345,275.0603991699219,1,275.6700134277344,0.120025634765625,-2.25,-2.25
2020-12-16,274.760009765625,277.8599853515625,272.510009765625,275.6700134277344,275.6700134277344,15885000,278.4529998779297,275.40059936523437,1,274.4800109863281,-1.19000244140625,-3.44000244140625,-3.44000244140625
2020-12-17,277.07000732421875,280.44000244140625,273.6099853515625,274.4800109863281,274.4800109863281,16377800,277.71600036621095,275.72779968261716,1,276.3999938964844,1.91998291015625,-1.52001953125,-1.52001953125
2020-12-18,275.7699890136719,278.0,271.1400146484375,276.3999938964844,276.3999938964844,26693200,277.38599853515626,275.98059936523435,1,272.7900085449219,-3.6099853515625,-5.1300048828125,-5.1300048828125
2020-12-21,272.9800109863281,274.6700134277344,267.7900085449219,272.7900085449219,272.7900085449219,16553700,276.10700073242185,276.1473992919922,0,267.0899963378906,0.0,-5.1300048828125,-10.83001708984375
2020-12-22,271.5,271.5,264.6300048828125,267.0899963378906,267.0899963378906,17312900,274.4760009765625,275.97419921875,0,268.1099853515625,0.0,-5.1300048828125,-9.810028076171875
2020-12-23,266.8900146484375,272.1700134277344,266.2300109863281,268.1099853515625,268.1099853515625,14329000,273.4949981689453,275.8135986328125,0,267.3999938964844,0.0,-5.1300048828125,-10.52001953125
2020-12-24,268.8800048828125,270.3999938964844,266.20001220703125,267.3999938964844,267.3999938964844,6702000,272.522998046875,275.72519836425784,0,277.0,0.0,-5.1300048828125,-0.920013427734375
2020-12-28,268.739990234375,277.29998779296875,265.6600036621094,277.0,277.0,23299700,272.8679992675781,275.93079833984376,0,276.7799987792969,0.0,-5.1300048828125,-1.1400146484375
2020-12-29,276.95001220703125,280.510009765625,276.2799987792969,276.7799987792969,276.7799987792969,16383000,273.1269989013672,276.1477984619141,0,271.8699951171875,0.0,-5.1300048828125,-6.050018310546875
2020-12-30,277.95001220703125,278.0799865722656,271.7099914550781,271.8699951171875,271.8699951171875,11803800,272.7589996337891,276.3571984863281,0,273.1600036621094,0.0,-5.1300048828125,-4.760009765625
2020-12-31,272.0,277.0899963378906,269.80999755859375,273.1600036621094,273.1600036621094,12900400,272.50799865722655,276.4691986083984,0,268.94000244140625,0.0,-5.1300048828125,-8.980010986328125
2021-01-04,274.7799987792969,275.0,265.20001220703125,268.94000244140625,268.94000244140625,15106100,271.95399780273436,276.2733984375,0,270.9700012207031,0.0,-5.1300048828125,-6.95001220703125
2021-01-05,268.2900085449219,272.3999938964844,268.2099914550781,270.9700012207031,270.9700012207031,9871600,271.41099853515624,276.1303985595703,0,263.30999755859375,0.0,-5.1300048828125,-14.610015869140625
2021-01-06,262.0,267.75,260.010009765625,263.30999755859375,263.30999755859375,24354100,270.46299743652344,275.70079833984374,0,268.739990234375,0.0,-5.1300048828125,-9.180023193359375
