Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA50,Shares,Close1,Profit,Wealth,Buy-Hold
2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,123.79833984375,82225500,120.59599990844727,,0,121.77999877929688,0.0,0.0,
2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,121.21049499511719,115089200,121.25699996948242,117.48639999389648,1,123.23999786376953,1.4599990844726562,1.4599990844726562,1.4599990844726562
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,122.66366577148438,81312200,121.97799987792969,117.635,1,122.41000366210938,-0.8299942016601562,0.6300048828125,0.6300048828125
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,121.83755493164062,86939800,122.56000061035157,117.74740005493165,1,121.77999877929688,-0.6300048828125,0.0,0.0
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,121.21049499511719,79184500,122.83300018310547,117.92260009765624,1,127.87999725341797,6.099998474121094,6.099998474121094,6.099998474121094
2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,127.2819595336914,157243700,123.34899978637695,118.1502000427246,1,127.80999755859375,-0.06999969482421875,6.029998779296875,6.029998779296875
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,127.21229553222656,98208600,123.82199935913086,118.4431999206543,1,128.6999969482422,0.8899993896484375,6.9199981689453125,6.9199981689453125
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,128.09812927246094,94359800,124.39799880981445,118.71559982299804,1,126.66000366210938,-2.0399932861328125,4.8800048828125,4.8800048828125
2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,126.06768035888672,192541500,124.8389991760254,118.94939987182617,1,128.22999572753906,1.5699920654296875,6.4499969482421875,6.4499969482421875
2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,127.63032531738281,121251600,125.2869987487793,119.1745997619629,1,131.8800048828125,3.6500091552734375,10.100006103515625,10.100006103515625
2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,131.2632598876953,168904800,126.03699951171875,119.32419982910156,1,130.9600067138672,-0.9199981689453125,9.180007934570312,9.180007934570312
2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,130.34756469726562,88223700,126.95500030517579,119.52139999389648,1,131.97000122070312,1.0099945068359375,10.19000244140625,10.19000244140625
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,131.3528289794922,54930100,127.82800064086913,119.73699996948243,1,136.69000244140625,4.720001220703125,14.910003662109375,14.910003662109375
2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,136.05076599121094,124486200,129.25600051879883,120.05660003662109,1,134.8699951171875,-1.82000732421875,13.089996337890625,13.089996337890625
