Date,Open,High,Low,Close,Adj Close,Volume,PriceX,PriceDiff,Return,Direction,MA20,MA100
2021-02-22,3208.1298828125,3232.320068359375,3172.260009765625,3180.739990234375,3180.739990234375,3515700,3194.5,13.760009765625,0.004326040420742182,1,3290.2954711914062,3208.6377783203125
2021-02-23,3127.030029296875,3204.72998046875,3093.60009765625,3194.5,3194.5,4677200,3159.530029296875,-34.969970703125,-0.01094693088218031,-1,3285.3204711914063,3209.1339794921873
2021-02-24,3166.75,3171.22998046875,3125.3798828125,3159.530029296875,3159.530029296875,3011300,3057.159912109375,-102.3701171875,-0.03240042545513693,-1,3276.990478515625,3209.241979980469
2021-02-25,3136.739990234375,3178.260009765625,3047.760009765625,3057.159912109375,3057.159912109375,4533800,3092.929931640625,35.77001953125,0.011700408405057703,1,3268.2194702148436,3207.600979003906
2021-02-26,3095.199951171875,3122.43994140625,3036.699951171875,3092.929931640625,3092.929931640625,4275900,3146.139892578125,53.2099609375,0.017203739532914382,1,3260.9849609375,3207.2802783203124
2021-03-01,3127.889892578125,3149.56005859375,3097.989990234375,3146.139892578125,3146.139892578125,2729100,3094.530029296875,-51.60986328125,-0.016404185777943257,-1,3257.9819580078124,3206.749677734375
2021-03-02,3143.469970703125,3163.52001953125,3087.1201171875,3094.530029296875,3094.530029296875,2595800,3005.0,-89.530029296875,-0.02893170479822993,-1,3245.5644653320314,3206.6953784179686
2021-03-03,3081.179931640625,3107.780029296875,2995.0,3005.0,3005.0,3988700,2977.570068359375,-27.429931640625,-0.009128097051788686,-1,3226.8144653320314,3204.788479003906
2021-03-04,3012.0,3058.1298828125,2945.429931640625,2977.570068359375,2977.570068359375,5481600,3000.4599609375,22.889892578125,0.007687440447282977,1,3210.0664672851562,3202.6586791992186
2021-03-05,3005.0,3009.0,2881.0,3000.4599609375,3000.4599609375,5388600,2951.949951171875,-48.510009765625,-0.016167524445308026,-1,3193.5394653320313,3199.796779785156
2021-03-08,3015.0,3064.590087890625,2951.31005859375,2951.949951171875,2951.949951171875,4185000,3062.85009765625,110.900146484375,0.03756843724276202,1,3173.5294677734373,3194.886979980469
2021-03-09,3017.989990234375,3090.9599609375,3005.14990234375,3062.85009765625,3062.85009765625,4030000,3057.639892578125,-5.210205078125,-0.0017010969887530395,-1,3160.5249755859377,3191.0791821289063
