Date,Open,High,Low,Close,Adj Close,Volume,MA10,MA50,Shares,Close1,Profit,Wealth,Buy-Hold
2020-12-08,1810.0999755859375,1821.9000244140625,1796.2049560546875,1818.550048828125,1818.550048828125,1096300,1801.3079956054687,,0,1784.1300048828125,0.0,0.0,
2020-12-09,1812.010009765625,1834.27001953125,1767.81005859375,1784.1300048828125,1784.1300048828125,1507600,1802.8329956054688,1663.3952001953126,1,1775.3299560546875,-8.800048828125,-8.800048828125,-8.800048828125
2020-12-10,1769.800048828125,1781.31005859375,1740.3199462890625,1775.3299560546875,1775.3299560546875,1362800,1803.2229858398437,1669.5097998046874,1,1781.77001953125,6.4400634765625,-2.3599853515625,-2.3599853515625
2020-12-11,1763.06005859375,1784.449951171875,1760.0,1781.77001953125,1781.77001953125,1220700,1802.0809936523438,1675.3434008789063,1,1760.06005859375,-21.7099609375,-24.0699462890625,-24.0699462890625
2020-12-14,1775.0,1797.3900146484375,1757.2149658203125,1760.06005859375,1760.06005859375,1600200,1802.0130004882812,1681.376201171875,1,1767.77001953125,7.7099609375,-16.3599853515625,-16.3599853515625
2020-12-15,1764.4200439453125,1771.4200439453125,1749.949951171875,1767.77001953125,1767.77001953125,1482300,1798.9800048828124,1687.011201171875,1,1763.0,-4.77001953125,-21.1300048828125,-21.1300048828125
2020-12-16,1772.8800048828125,1773.0,1756.0799560546875,1763.0,1763.0,1513500,1792.485009765625,1693.20240234375,1,1747.9000244140625,-15.0999755859375,-36.22998046875,-36.22998046875
2020-12-17,1768.510009765625,1771.7840576171875,1738.6600341796875,1747.9000244140625,1747.9000244140625,1624700,1784.5980102539063,1698.9546020507812,1,1731.010009765625,-16.8900146484375,-53.1199951171875,-53.1199951171875
2020-12-18,1754.1800537109375,1755.1099853515625,1720.219970703125,1731.010009765625,1731.010009765625,4016400,1774.9000122070313,1703.856201171875,1,1739.3699951171875,8.3599853515625,-44.760009765625,-44.760009765625
2020-12-21,1713.510009765625,1740.8499755859375,1699.0,1739.3699951171875,1739.3699951171875,1828400,1766.889013671875,1708.3392016601563,1,1723.5,-15.8699951171875,-60.6300048828125,-60.6300048828125
2020-12-22,1734.4300537109375,1737.405029296875,1712.574951171875,1723.5,1723.5,936700,1757.3840087890626,1711.426201171875,1,1732.3800048828125,8.8800048828125,-51.75,-51.75
2020-12-23,1728.1099853515625,1747.989990234375,1725.0400390625,1732.3800048828125,1732.3800048828125,1033800,1752.2090087890624,1714.6402001953124,1,1738.8499755859375,6.469970703125,-45.280029296875,-45.280029296875
2020-12-24,1735.0,1746.0,1729.1099853515625,1738.8499755859375,1738.8499755859375,346800,1748.5610107421876,1718.0556005859376,1,1776.0899658203125,37.239990234375,-8.0400390625,-8.0400390625
2020-12-28,1751.635009765625,1790.72802734375,1746.3349609375,1776.0899658203125,1776.0899658203125,1393000,1747.9930053710937,1722.3947998046874,1,1758.719970703125,-17.3699951171875,-25.4100341796875,-25.4100341796875
